============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Podk³adka+Tarcza(  23 um) ================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 5313 19 .1519033E+11   2300008E-01 -.7481E+01 -.2130E+01   .9999999 -.0002423 -.0000729
T 5314 19 .1518953E+11   2300005E-01 -.5197E+02  .2377E+02   .9999998 -.0005020  .0004093
T 5315 19 .1518961E+11   2300018E-01 -.1413E+02  .2092E+02   .9999993 -.0009247  .0007496
T 5316 19 .1519036E+11   2300019E-01  .1531E+01  .4133E+01   .9999999 -.0000867 -.0002515
T 5317 19 .1519066E+11   2300003E-01 -.1529E+01 -.1494E+02   .9999999 -.0000185 -.0002781
T 5318 19 .1518888E+11   2300000E-01 -.3346E+02  .2063E+02   .9999999 -.0001265  .0001883
T 5319 19 .1518995E+11   2300007E-01  .3889E+01  .1540E+02   .9999999  .0000849  .0003009
T 5320 19 .1518985E+11   2300001E-01  .4984E+01 -.6475E+01   .9999999  .0003286 -.0001305
T 5321 19 .1519151E+11   2300012E-01  .1010E+02  .3657E+01   .9999999  .0000408  .0000766
T 5322 19 .1518920E+11   2300022E-01  .1174E+02  .1707E+02   .9999999  .0002535  .0001922
T 5323 19 .1519177E+11   2300004E-01  .9963E+01  .1945E+01   .9999999  .0000653 -.0000327
T 5324 19 .1519061E+11   2300021E-01 -.6598E+01 -.2046E+02   .9999999 -.0000822 -.0001089
T 5325 19 .1518785E+11   2300003E-01 -.3727E+02  .3133E+02   .9999999 -.0001765  .0004334
T 5326 19 .1518991E+11   2300015E-01  .3403E+01  .3056E+01   .9999999 -.0000229  .0001904
T 5327 19 .1518974E+11   2300003E-01  .7142E+01 -.1382E+01   .9999999  .0000800 -.0000187
T 5328 19 .1519092E+11   2300015E-01  .3878E+01 -.3754E+01   .9999999 -.0000798 -.0001910
T 5329 19 .1519094E+11   2300006E-01 -.1065E+02 -.9290E+01   .9999999 -.0001379 -.0000994
T 5330 19 .1519010E+11   2300007E-01 -.7248E+01  .1100E+02   .9999999 -.0000791  .0001973
T 5331 19 .1518939E+11   2300022E-01  .7248E+01 -.1623E+01   .9999999  .0001436  .0000430
T 5332 19 .1519059E+11   2300000E-01  .1623E+02 -.1722E+02   .9999999  .0001564 -.0000721
T 5333 19 .1518962E+11   2300008E-01  .4078E+01 -.8924E+01   .9999999  .0001488 -.0001555
T 5334 19 .1518941E+11   2300010E-01  .3617E+02  .7475E+01   .9999999  .0004250  .0000576
T 5335 19 .1518892E+11   2300022E-01 -.9166E+01 -.1151E+02   .9999999 -.0000193 -.0000712
T 5336 19 .1519086E+11   2300013E-01  .2916E+01  .7711E-01   .9999999  .0000922  .0000010
T 5337 19 .1518999E+11   2300022E-01  .1225E+02  .1817E+02   .9999999  .0000963 -.0000257
T 5338 19 .1519060E+11   2300000E-01  .2724E+01 -.2876E+02   .9999999  .0001038 -.0004277
T 5339 19 .1519057E+11   2300007E-01  .1152E+02 -.4819E+02   .9999999  .0001476 -.0004362
T 5340 19 .1519205E+11   2300018E-01  .1079E+02 -.1260E+02   .9999999  .0000761 -.0001813
T 5341 19 .1518908E+11   2300009E-01 -.3868E+00  .5702E+00   .9999999 -.0000304 -.0000571
T 5342 19 .1519115E+11   2300017E-01 -.7381E+01  .1179E+02   .9999999 -.0001639  .0001461
T 5343 19 .1519046E+11   2300022E-01  .1343E+02 -.9424E+01   .9999999  .0001773 -.0000305
T 5344 19 .1519042E+11   2300021E-01  .2502E+02 -.1013E+02   .9999999  .0002475 -.0002797
T 5345 19 .1519004E+11   2300021E-01  .1216E+02 -.6313E+01   .9999999  .0001322 -.0000670
T 5346 19 .1518949E+11   2300015E-01  .4046E+01  .9255E+01   .9999999  .0001515  .0000484
T 5347 19 .1518912E+11   2300019E-01  .2233E+02  .9705E+01   .9999999  .0001780  .0000883
T 5348 19 .1518902E+11   2300010E-01 -.8586E+01 -.4380E+01   .9999999 -.0000794 -.0000821
T 5349 19 .1518818E+11   2300021E-01 -.4043E+01  .7552E+01   .9999999 -.0000541  .0001148
T 5350 19 .1519000E+11   2300015E-01  .9961E+01 -.5621E+01   .9999999  .0000664  .0001552
T 5351 19 .1519108E+11   2300018E-01  .2706E+01 -.2455E-01   .9999999  .0000512  .0000882
T 5352 19 .1518959E+11   2300021E-01 -.1031E+01  .3160E+01   .9999999 -.0000033 -.0000064
T 5353 19 .1519122E+11   2300017E-01  .1277E+02  .8576E+00   .9999999  .0001929 -.0000789
T 5354 19 .1518928E+11   2300021E-01 -.5534E+00 -.7155E+01   .9999999 -.0000782 -.0000369
T 5355 19 .1519109E+11   2300021E-01 -.2231E+02 -.6791E+01   .9999999 -.0002351  .0000042
T 5356 19 .1519048E+11   2300016E-01  .6823E+00 -.1005E+02   .9999999 -.0000400 -.0002336
T 5357 19 .1518936E+11   2300008E-01 -.2835E+01  .1644E+00   .9999999 -.0001748  .0001055
T 5358 19 .1518988E+11   2300018E-01 -.1705E+01 -.1033E+02   .9999999 -.0000012 -.0002389
T 5359 19 .1518993E+11   2300016E-01 -.7046E+01  .4811E+01   .9999999  .0000039 -.0000987
T 5360 19 .1518993E+11   2300003E-01  .1588E+02 -.5158E+01   .9999999  .0002124  .0000042
T 5361 19 .1519002E+11   2300014E-01 -.2416E+02  .1057E+02   .9999999 -.0000993  .0002667
T 5362 19 .1519139E+11   2300010E-01  .9720E+01 -.7790E+01   .9999999 -.0000046 -.0001202
T 5363 19 .1519099E+11   2300020E-01  .1632E+02  .1992E+02   .9999999  .0002370  .0004919
T 5364 19 .1518917E+11   2300011E-01  .1423E+02  .3366E+02   .9999999  .0002733  .0002095
T 5365 19 .1518969E+11   2300018E-01 -.1237E+02 -.2735E+01   .9999999 -.0001128  .0000475
T 5366 19 .1518942E+11   2300001E-01  .1177E+02 -.2431E+02   .9999999 -.0000132 -.0004038
T 5367 19 .1518997E+11   2300021E-01 -.5648E+01 -.1166E+02   .9999999  .0000142 -.0001980
T 5368 19 .1519050E+11   2300020E-01  .6862E+01  .2208E+01   .9999999  .0001989 -.0000871
T 5369 19 .1519029E+11   2300012E-01 -.1285E+02 -.3872E+01   .9999999 -.0000938 -.0000646
T 5370 19 .1518928E+11   2300022E-01  .1305E+02  .1054E+02   .9999999  .0000608  .0002618
T 5371 19 .1518935E+11   2300010E-01  .6286E+01 -.8839E+01   .9999999 -.0002433 -.0001464
T 5372 19 .1519019E+11   2300000E-01 -.2678E+02  .6702E+01   .9999999 -.0003894  .0001011
T 5373 19 .1519052E+11   2300007E-01  .1726E+02 -.7189E+01   .9999999  .0002156 -.0000372
T 5374 19 .1519073E+11   2300011E-01  .1047E+01  .1724E+02   .9999999 -.0001561  .0002980
T 5375 19 .1518920E+11   2300019E-01  .1742E+02 -.1706E+02   .9999999  .0002116 -.0001626
T 5376 19 .1518971E+11   2300021E-01 -.8610E+01 -.8213E+01   .9999999 -.0000699 -.0001411
T 5377 19 .1518916E+11   2300006E-01 -.8769E+00  .7154E+01   .9999999 -.0000936  .0000649
T 5378 19 .1518905E+11   2300019E-01  .1386E+02 -.1753E+02   .9999999  .0002828 -.0001575
T 5379 19 .1518826E+11   2300012E-01  .1586E+02 -.1825E+02   .9999999  .0002604 -.0002420
T 5380 19 .1519194E+11   2300020E-01  .1298E+02 -.5209E+01   .9999999  .0001815 -.0000792
T 5381 19 .1518950E+11   2300009E-01 -.3457E+01  .5956E+01   .9999999 -.0001268  .0000528
T 5382 19 .1519036E+11   2300013E-01 -.2571E+01 -.1015E+00   .9999999 -.0000812  .0000060
T 5383 19 .1519210E+11   2300004E-01 -.3507E+01  .3299E+02   .9999999 -.0001261  .0003519
T 5384 19 .1518968E+11   2300015E-01  .2743E+02  .1769E+02   .9999999  .0001859  .0002371
T 5385 19 .1519096E+11   2300002E-01  .1964E+02 -.2160E+02   .9999999  .0003179 -.0001161
T 5386 19 .1518940E+11   2300019E-01  .6763E+00  .1096E+02   .9999999 -.0001551  .0001713
T 5387 19 .1518998E+11   2300008E-01  .5400E+01 -.7330E+01   .9999999  .0000381  .0000419
T 5388 19 .1518966E+11   2300012E-01 -.4711E+01 -.6155E+01   .9999999 -.0000636 -.0000099
T 5389 19 .1518943E+11   2300021E-01 -.8334E+01 -.3854E+01   .9999999 -.0000330 -.0001492
T 5390 19 .1519051E+11   2300019E-01 -.5208E+01  .8802E+01   .9999999 -.0001369  .0001871
T 5391 19 .1518897E+11   2300018E-01 -.1230E+02 -.1640E+01   .9999999 -.0002616 -.0001152
T 5392 19 .1518853E+11   2300020E-01  .7140E+01 -.1276E+02   .9999999  .0000839 -.0001836
T 5393 19 .1519024E+11   2300000E-01 -.1054E+02 -.7023E+01   .9999999 -.0001474 -.0000901
T 5394 19 .1518941E+11   2300020E-01  .3902E+01 -.7636E+01   .9999999  .0000471 -.0000559
T 5395 19 .1519090E+11   2300008E-01  .4581E+01  .8414E+01   .9999999  .0000845  .0001070
T 5396 19 .1518969E+11   2300021E-01  .5631E+01  .1991E+01   .9999999  .0000863  .0000239
T 5397 19 .1518947E+11   2300021E-01 -.3047E+01 -.1152E+01   .9999999 -.0000239 -.0000577
T 5398 19 .1518907E+11   2300020E-01 -.4722E+01  .1321E+02   .9999999 -.0002561  .0003127
T 5399 19 .1519041E+11   2300001E-01  .5036E+01 -.6982E+01   .9999999 -.0000235  .0000022
T 5400 19 .1519037E+11   2300020E-01 -.4916E+02  .2441E+02   .9999999 -.0003628  .0002646
T 5401 19 .1518968E+11   2300004E-01  .1104E+02  .2186E+02   .9999999  .0001191  .0003527
T 5402 19 .1519019E+11   2300001E-01  .2616E+00  .5086E+01   .9999999 -.0000168 -.0000219
T 5403 19 .1519096E+11   2300010E-01 -.2708E+01  .4958E+01   .9999999 -.0000453  .0001317
T 5404 19 .1518850E+11   2300021E-01  .5417E+01  .1587E+02   .9999999 -.0000219  .0001014
T 5405 19 .1519058E+11   2300011E-01  .1770E+02  .1833E+01   .9999999  .0003598  .0000541
T 5406 19 .1519152E+11   2300012E-01 -.1846E+02  .6342E+01   .9999999 -.0001410  .0000304
T 5407 19 .1519137E+11   2300006E-01 -.2245E+02  .2419E+01   .9999999 -.0002545  .0000972
T 5408 19 .1518959E+11   2300006E-01  .1655E+02  .1183E+02   .9999999  .0001728  .0000651
T 5409 19 .1519009E+11   2300008E-01 -.3459E+01 -.1933E+02   .9999999 -.0000640 -.0001408
T 5410 19 .1518962E+11   2300001E-01  .4805E+01 -.4637E+01   .9999999  .0000933 -.0000490
T 5411 19 .1519062E+11   2300014E-01 -.8671E+01 -.7616E+01   .9999999 -.0000378  .0000493
T 5412 19 .1518959E+11   2300001E-01 -.5289E+01 -.2256E+01   .9999999  .0000074  .0001037
T 5413 19 .1518910E+11   2300015E-01  .4787E+01  .4541E+01   .9999999  .0000466  .0001355
T 5414 19 .1518900E+11   2300022E-01  .6111E+01  .1845E+02   .9999999  .0000896  .0001113
T 5415 19 .1518995E+11   2300019E-01  .3983E+02 -.4480E+00   .9999999  .0004099  .0000031
T 5416 19 .1519051E+11   2300010E-01 -.2665E+01 -.6177E+01   .9999999  .0001834 -.0001084
T 5417 19 .1519159E+11   2300001E-01  .6365E+00  .1116E+01   .9999999  .0001013  .0000101
T 5418 19 .1518979E+11   2300011E-01 -.5517E+01 -.5058E+01   .9999997  .0006084 -.0004653
T 5419 19 .1519035E+11   2300007E-01 -.1588E+01 -.7106E+00   .9999999 -.0000685  .0000924
T 5420 19 .1518924E+11   2300019E-01 -.9722E+01  .1379E+02   .9999999 -.0003430  .0003417
T 5421 19 .1519006E+11   2300009E-01 -.6942E+01  .1798E+02   .9999999 -.0000071  .0001295
T 5422 19 .1519015E+11   2300015E-01 -.4422E+01 -.1496E+02   .9999999 -.0000618 -.0003310
T 5423 19 .1518923E+11   2300022E-01 -.8235E+01 -.4665E+01   .9999999 -.0001623 -.0002349
T 5424 19 .1518999E+11   2300012E-01  .1426E+02  .1670E+02   .9999999  .0000348  .0004279
T 5425 19 .1518966E+11   2300005E-01 -.5003E+01  .1001E+01   .9999999 -.0000454  .0001700
T 5426 19 .1518993E+11   2300022E-01  .1048E+02  .7739E+01   .9999999  .0001125 -.0000883
T 5427 19 .1519031E+11   2300007E-01  .1026E+02 -.1980E+02   .9999999  .0002143 -.0002165
T 5428 19 .1518946E+11   2300006E-01  .4976E+01  .1144E+02   .9999999 -.0000799  .0001319
T 5429 19 .1519068E+11   2300020E-01  .2877E+01  .2739E+01   .9999999 -.0001057 -.0000668
T 5430 19 .1519055E+11   2300008E-01  .9131E+01  .6672E+01   .9999999  .0000392  .0001538
T 5431 19 .1518940E+11   2300018E-01 -.3328E+01 -.8959E+01   .9999999  .0000964 -.0002519
T 5432 19 .1518875E+11   2300016E-01 -.4490E+01  .6991E+01   .9999999 -.0000731  .0002235
T 5433 19 .1518959E+11   2300019E-01 -.1387E+01 -.6650E+01   .9999999 -.0000515  .0002045
T 5434 19 .1518907E+11   2300020E-01  .9877E+01  .1393E+02   .9999999  .0001192  .0000094
T 5435 19 .1519061E+11   2300011E-01 -.3982E+00  .1828E+02   .9999999 -.0000431  .0001793
T 5436 19 .1519037E+11   2300014E-01  .2863E+02 -.2611E+02   .9999999  .0004393 -.0002841
T 5437 19 .1519087E+11   2300002E-01  .2874E+01  .5802E+01   .9999999  .0000103  .0000287
T 5438 19 .1518852E+11   2300010E-01  .2992E+01  .4356E+01   .9999999  .0000270  .0000923
T 5439 19 .1519105E+11   2300013E-01  .5348E+02 -.3692E+01   .9999998  .0006090  .0000875
T 5440 19 .1518903E+11   2300022E-01  .2248E+01  .1829E+02   .9999999  .0000035  .0003175
T 5441 19 .1518982E+11   2300008E-01 -.4408E+00  .5294E+00   .9999999 -.0001007 -.0001701
T 5442 19 .1518961E+11   2300008E-01  .2149E+01  .8614E+01   .9999999  .0000077  .0002208
T 5443 19 .1518930E+11   2300004E-01  .6819E+01 -.9302E-01   .9999999 -.0000319 -.0001006
T 5444 19 .1519024E+11   2300016E-01  .9212E+01 -.1802E+00   .9999999  .0002789  .0000072
T 5445 19 .1519085E+11   2300007E-01 -.6873E+01 -.2633E+01   .9999999 -.0000980  .0002348
T 5446 19 .1519200E+11   2300017E-01 -.1325E+02 -.3733E+02   .9999997 -.0002409 -.0007575
T 5447 19 .1518981E+11   2300010E-01 -.1038E+02 -.3975E+01   .9999998 -.0005853 -.0001176
T 5448 19 .1519150E+11   2300003E-01 -.2134E+01  .3184E+01   .9999999 -.0001342 -.0000478
T 5449 19 .1519042E+11   2300017E-01 -.9329E+00  .2273E+00   .9999999  .0000126  .0000584
T 5450 19 .1519101E+11   2300011E-01 -.3259E+01 -.1206E+02   .9999999  .0000153 -.0000878
T 5451 19 .1519119E+11   2300001E-01  .1645E+02 -.1248E+01   .9999999  .0001545  .0000653
T 5452 19 .1518940E+11   2300000E-01 -.1296E+02  .1148E+02   .9999999 -.0000530 -.0000143
T 5453 19 .1519057E+11   2300009E-01 -.7128E+01 -.1815E+02   .9999999 -.0001010 -.0002242
T 5454 19 .1519200E+11   2300015E-01  .9727E+01  .2728E+01   .9999999  .0001672 -.0000184
T 5455 19 .1518923E+11   2300017E-01  .9235E+00 -.9618E+01   .9999999  .0000003 -.0001609
T 5456 19 .1518943E+11   2300020E-01  .1173E+02  .7410E+01   .9999999  .0000289  .0000101
T 5457 19 .1519048E+11   2300013E-01 -.1789E+02  .5118E+01   .9999999 -.0001420  .0000897
T 5458 19 .1518913E+11   2300001E-01 -.1759E+02 -.6660E+01   .9999999 -.0001895 -.0001834
T 5459 19 .1519112E+11   2300000E-01 -.1386E+02 -.7387E+01   .9999999 -.0001062 -.0001194
T 5460 19 .1518983E+11   2300020E-01  .8759E+01 -.2068E+02   .9999999  .0002273 -.0003421
T 5461 19 .1519114E+11   2300014E-01 -.1141E+02  .2032E+01   .9999999 -.0001016  .0000031
T 5462 19 .1519112E+11   2300017E-01 -.1418E+02 -.3765E+01   .9999999 -.0000874  .0000411
T 5463 19 .1519123E+11   2300018E-01 -.6820E+01 -.3569E+01   .9999999 -.0001584 -.0000075
T 5464 19 .1518900E+11   2300009E-01  .4428E+01 -.5340E+01   .9999999  .0000734 -.0000538
T 5465 19 .1518840E+11   2300005E-01 -.1548E+02  .5150E+01   .9999999 -.0000136 -.0000414
T 5466 19 .1519061E+11   2300013E-01 -.2438E+02  .6227E+01   .9999999 -.0002142 -.0000373
T 5467 19 .1518992E+11   2300005E-01  .2119E+02 -.5271E+01   .9999999  .0001830 -.0001419
T 5468 19 .1519002E+11   2300001E-01  .1990E+02  .1087E+02   .9999999  .0002168  .0000850
T 5469 19 .1519019E+11   2300016E-01  .1456E+02  .3121E+01   .9999999  .0002250 -.0002352
T 5470 19 .1518909E+11   2300017E-01  .8864E+01  .2815E+01   .9999999  .0001356  .0000495
T 5471 19 .1518957E+11   2300006E-01 -.4005E+01  .7082E+01   .9999999 -.0000149  .0001435
T 5472 19 .1519190E+11   2300014E-01  .4637E+00  .3114E+01   .9999999 -.0000900 -.0000252
T 5473 19 .1519041E+11   2300015E-01 -.9614E+00  .1058E+02   .9999999 -.0000788  .0001012
T 5474 19 .1518826E+11   2300015E-01  .1140E+02  .6172E+01   .9999999  .0000568  .0000480
T 5475 19 .1518899E+11   2300022E-01 -.5546E+01  .6102E+00   .9999999  .0001387  .0000789
T 5476 19 .1519066E+11   2300016E-01 -.5722E+01  .8947E+01   .9999999 -.0000428  .0001105
T 5477 19 .1518967E+11   2300009E-01  .1427E+02  .4135E+01   .9999999  .0002017  .0001500
T 5478 19 .1519020E+11   2300003E-01 -.3974E+01  .1534E+02   .9999999  .0000487  .0002208
T 5479 19 .1518850E+11   2300009E-01  .8111E+01 -.6384E+01   .9999999  .0000322 -.0002684
T 5480 19 .1518928E+11   2300017E-01 -.2590E+00  .1323E+02   .9999999  .0000736  .0001611
T 5481 19 .1519119E+11   2300004E-01 -.1352E+01 -.6578E+01   .9999999  .0001139 -.0002225
T 5482 19 .1519100E+11   2300011E-01  .1402E+02  .1015E+01   .9999999  .0003172  .0001493
T 5483 19 .1519047E+11   2300004E-01 -.1509E+02  .2288E+01   .9999999 -.0000862 -.0000260
T 5484 19 .1518949E+11   2300013E-01  .1492E+02  .3950E+01   .9999999  .0000899  .0001837
T 5485 19 .1519078E+11   2300011E-01  .1146E+02  .1877E+02   .9999999  .0000293  .0001209
T 5486 19 .1518957E+11   2300013E-01 -.1250E+02 -.6902E+01   .9999999 -.0001605 -.0000947
T 5487 19 .1518925E+11   2300022E-01 -.2893E+02  .1214E+01   .9999999 -.0000242 -.0000395
T 5488 19 .1518985E+11   2300018E-01 -.7158E+01 -.1623E+02   .9999999 -.0002566  .0000710
T 5489 19 .1519005E+11   2300018E-01 -.6447E+01  .2142E+02   .9999999 -.0000139  .0001766
T 5490 19 .1519082E+11   2300019E-01 -.3158E+01  .1976E+02   .9999999 -.0002519 -.0003978
T 5491 19 .1518984E+11   2300000E-01  .3842E+02 -.3855E+00   .9999999  .0001966 -.0000007
T 5492 19 .1519132E+11   2300016E-01  .6870E+01  .8310E+01   .9999999 -.0001443 -.0000227
T 5493 19 .1518899E+11   2300021E-01 -.1058E+02  .1269E+02   .9999999 -.0001201  .0001817
T 5494 19 .1518951E+11   2300007E-01 -.1767E+01 -.1812E+02   .9999999 -.0000674 -.0002590
T 5495 19 .1518908E+11   2300014E-01  .1893E+02  .3125E+02   .9999999  .0000162  .0002748
T 5496 19 .1519134E+11   2300016E-01  .6069E+01 -.4723E+01   .9999999  .0001101  .0000130
T 5497 19 .1519083E+11   2300000E-01 -.8417E+01 -.7381E+01   .9999999 -.0000959 -.0000490
T 5498 19 .1519033E+11   2300011E-01  .8815E+01 -.8502E+01   .9999999  .0000820 -.0001200
T 5499 19 .1518951E+11   2300020E-01 -.2112E+01  .5943E+01   .9999999 -.0000369 -.0000608
T 5500 19 .1519032E+11   2300016E-01  .6253E+01  .7050E+01   .9999999 -.0000617  .0001166
T 5501 19 .1518881E+11   2300004E-01 -.8934E+01  .5775E+01   .9999999 -.0000063 -.0000067
T 5502 19 .1518962E+11   2300006E-01  .8919E+01 -.1460E+02   .9999999  .0000257 -.0001643
T 5503 19 .1518995E+11   2300009E-01  .7269E+01  .1292E+02   .9999999  .0000891  .0001535
T 5504 19 .1518887E+11   2300022E-01 -.1553E+02  .3531E+01   .9999999 -.0003054  .0000714
T 5505 19 .1518903E+11   2300002E-01  .8711E+01 -.1338E+02   .9999999  .0000911 -.0001458
T 5506 19 .1518784E+11   2300006E-01 -.4561E+02 -.1963E+02   .9999999 -.0002990 -.0001496
T 5507 19 .1519007E+11   2300004E-01 -.1259E+02  .3075E+01   .9999999 -.0000154 -.0000669
T 5508 19 .1518976E+11   2300016E-01  .1293E+01 -.1115E+00   .9999999  .0000036 -.0000684
T 5509 19 .1519011E+11   2300018E-01  .1036E+02  .3268E+01   .9999999  .0002059 -.0000166
T 5510 19 .1519161E+11   2300016E-01  .1471E+02  .4786E+01   .9999999  .0000642  .0000749
T 5511 19 .1518941E+11   2300007E-01 -.3110E+02 -.1370E+02   .9999999 -.0004538 -.0000090
T 5512 19 .1519109E+11   2300012E-01  .1306E+01 -.1011E+02   .9999999 -.0000286 -.0000570
T 5513 19 .1519014E+11   2300010E-01 -.2089E+02  .4109E+01   .9999999 -.0004147  .0000567
T 5514 19 .1519042E+11   2300003E-01  .9358E+01 -.8081E+01   .9999999  .0000759 -.0002336
T 5515 19 .1519008E+11   2300014E-01  .2106E+01  .1582E+01   .9999999 -.0000058  .0000241
T 5516 19 .1519097E+11   2300009E-01  .7733E+01 -.6327E+01   .9999999  .0000924 -.0000623
T 5517 19 .1518925E+11   2300009E-01 -.3079E+01 -.2351E+02   .9999999 -.0000894 -.0001779
T 5518 19 .1518844E+11   2300015E-01 -.5721E+01 -.1799E+02   .9999999 -.0000792 -.0002731
T 5519 19 .1519022E+11   2300015E-01  .1652E+01  .1245E+01   .9999999 -.0000728  .0000148
T 5520 19 .1518935E+11   2300020E-01 -.1737E+01 -.5820E+01   .9999999 -.0001391 -.0000047
T 5521 19 .1519044E+11   2300014E-01 -.1461E+01 -.1622E+01   .9999999 -.0001628  .0000018
T 5522 19 .1519009E+11   2300011E-01 -.1182E+02 -.2032E+01   .9999999 -.0001859  .0000851
T 5523 19 .1518884E+11   2300005E-01 -.1754E+02 -.1893E+02   .9999999 -.0001916 -.0001054
T 5524 19 .1518891E+11   2300019E-01  .2596E+01  .5400E+00   .9999999 -.0000028  .0000101
T 5525 19 .1519083E+11   2300016E-01  .2275E+01  .8184E+01   .9999999  .0000585  .0000913
T 5526 19 .1519043E+11   2300014E-01  .2161E+01  .3548E+01   .9999999  .0000116  .0000444
T 5527 19 .1518944E+11   2300012E-01 -.2810E+01  .6976E+01   .9999999  .0000768  .0001468
T 5528 19 .1519059E+11   2300015E-01 -.1101E+02 -.4250E+01   .9999999 -.0003779 -.0002616
T 5529 19 .1518950E+11   2300016E-01 -.2062E+01 -.4740E+00   .9999999 -.0001217  .0001172
T 5530 19 .1519084E+11   2300008E-01 -.4580E+01  .1290E+02   .9999999 -.0000878  .0001359
T 5531 19 .1519067E+11   2300002E-01 -.4617E+01  .6279E+00   .9999999 -.0000892 -.0000313
T 5532 19 .1518989E+11   2300010E-01  .1163E+02  .9124E+01   .9999999  .0000907  .0000615
T 5533 19 .1519025E+11   2300016E-01 -.4180E+01 -.1343E+01   .9999999 -.0000935 -.0000101
T 5534 19 .1518976E+11   2300009E-01  .2143E+01  .3598E+01   .9999999  .0000203  .0001738
T 5535 19 .1518836E+11   2300004E-01  .7455E+00  .1596E+02   .9999999 -.0000203  .0000871
T 5536 19 .1518988E+11   2300021E-01 -.2393E+02 -.3080E+02   .9999999 -.0003924 -.0003766
T 5537 19 .1518989E+11   2300004E-01 -.2228E+02 -.3740E+01   .9999999 -.0001448  .0001823
T 5538 19 .1518872E+11   2300012E-01 -.8763E+01  .2484E+01   .9999999 -.0002186 -.0000530
T 5539 19 .1518953E+11   2300019E-01  .8143E+01 -.1698E+02   .9999999  .0000830 -.0001565
T 5540 19 .1519033E+11   2300021E-01 -.4010E+00 -.9727E+01   .9999999  .0000204 -.0001211
T 5541 19 .1519034E+11   2300003E-01 -.4952E+01 -.1985E+02   .9999999 -.0001259 -.0002233
T 5542 19 .1519020E+11   2300010E-01 -.2721E+01  .4221E+01   .9999999  .0000614  .0000703
T 5543 19 .1519036E+11   2300002E-01 -.2976E+00  .4119E+01   .9999999 -.0002077 -.0000802
T 5544 19 .1518966E+11   2300008E-01 -.1842E+01 -.1061E+02   .9999999  .0000286 -.0001682
T 5545 19 .1518921E+11   2300017E-01  .1792E+02 -.1647E+00   .9999999  .0000656 -.0000640
T 5546 19 .1518970E+11   2300001E-01  .3512E+01 -.1321E+01   .9999999 -.0000305 -.0001471
T 5547 19 .1518972E+11   2300010E-01  .4057E+01 -.7888E+01   .9999999  .0000469 -.0000416
T 5548 19 .1519024E+11   2300010E-01 -.4323E+01 -.1148E+02   .9999999 -.0000609 -.0001722
T 5549 19 .1519017E+11   2300017E-01 -.2667E+02 -.6204E+01   .9999999 -.0003148 -.0000558
T 5550 19 .1518967E+11   2300013E-01  .5468E+01 -.7440E+01   .9999999  .0000188 -.0001216
T 5551 19 .1519028E+11   2300021E-01  .1986E+00  .3251E+02   .9999999  .0000624  .0004688
T 5552 19 .1519015E+11   2300007E-01 -.1214E+02 -.3264E+01   .9999999 -.0001178  .0000967
T 5553 19 .1519015E+11   2300012E-01  .6240E+01  .7758E+01   .9999999  .0001609  .0000315
T 5554 19 .1519097E+11   2300007E-01 -.1180E+02  .9167E+01   .9999999 -.0001242  .0000433
T 5555 19 .1519014E+11   2300007E-01 -.5184E+01  .9337E+01   .9999999 -.0000009  .0000813
T 5556 19 .1518956E+11   2300009E-01  .1567E+01 -.2898E+01   .9999999 -.0002860  .0000115
T 5557 19 .1519093E+11   2300017E-01  .2390E+01  .1049E+01   .9999999  .0000161 -.0000359
T 5558 19 .1519097E+11   2300010E-01 -.1250E+02 -.3080E+01   .9999999 -.0000423  .0000007
T 5559 19 .1518982E+11   2300010E-01 -.1805E+02  .2239E+02   .9999999 -.0000404  .0002479
T 5560 19 .1518930E+11   2300013E-01  .1228E+01 -.8357E+01   .9999999  .0000124 -.0000420
T 5561 19 .1518959E+11   2300019E-01 -.2678E+02 -.1184E+02   .9999999 -.0002262 -.0001444
T 5562 19 .1519013E+11   2300011E-01 -.1609E+02 -.4468E+01   .9999999 -.0001471  .0000006
T 5563 19 .1519111E+11   2300012E-01  .1208E+02 -.1871E+01   .9999999  .0002919 -.0003022
T 5564 19 .1518946E+11   2300012E-01  .9013E+01  .1058E+02   .9999999 -.0000927  .0001441
T 5565 19 .1519161E+11   2300022E-01 -.6317E+01 -.9806E+01   .9999999  .0001338 -.0003535
T 5566 19 .1518894E+11   2300020E-01 -.7423E+01 -.9442E+01   .9999999 -.0001647 -.0001939
T 5567 19 .1519022E+11   2300011E-01 -.3629E+01 -.4000E+01   .9999999 -.0000956 -.0001119
T 5568 19 .1518932E+11   2300013E-01 -.6666E+01  .3028E+02   .9999999  .0000100  .0003113
