============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Podk³adka+Tarcza(  23 um) ================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1177 19 .1519126E+11   2300023E-01  .1060E+01  .1109E+02   .9999999 -.0001248  .0002110
T 1178 19 .1519162E+11   2300018E-01 -.6626E+01 -.2654E+01   .9999999 -.0002009 -.0001676
T 1179 19 .1518932E+11   2300017E-01  .3929E+01  .5491E+01   .9999999 -.0000100  .0001736
T 1180 19 .1519060E+11   2300016E-01  .2766E+02 -.1008E+02   .9999999  .0003806  .0000131
T 1181 19 .1518928E+11   2300015E-01  .1953E+02  .1463E+01   .9999999  .0000642  .0001061
T 1182 19 .1519024E+11   2300015E-01 -.7377E+02  .1516E+02   .9999985 -.0016968  .0003465
T 1183 19 .1519037E+11   2300019E-01 -.1069E+02 -.5308E+01   .9999999 -.0000101 -.0000869
T 1184 19 .1518943E+11   2300014E-01 -.9221E+01  .5438E+01   .9999999 -.0000201 -.0000137
T 1185 19 .1519043E+11   2300022E-01  .8492E+01 -.1096E+02   .9999999  .0000467 -.0002298
T 1186 19 .1519024E+11   2300018E-01 -.8123E+00  .1682E+02   .9999999  .0000728  .0002736
T 1187 19 .1518993E+11   2300000E-01 -.8086E+01  .2634E+02   .9999999 -.0002118  .0002425
T 1188 19 .1519070E+11   2300015E-01 -.1919E+02 -.2681E+01   .9999999 -.0001943  .0001327
T 1189 19 .1518855E+11   2300019E-01 -.1562E+02 -.1651E+02   .9999999 -.0000888 -.0002407
T 1190 19 .1518885E+11   2300007E-01 -.7535E+01  .7028E+01   .9999999 -.0002008  .0001635
T 1191 19 .1519007E+11   2300018E-01 -.1969E+01  .7856E+01   .9999999 -.0002059  .0003541
T 1192 19 .1519264E+11   2300017E-01  .1129E+01 -.2156E+01   .9999999  .0001395 -.0001715
T 1193 19 .1518913E+11   2300007E-01  .1450E+01  .1526E+01   .9999999  .0000119  .0000366
T 1194 19 .1519099E+11   2300010E-01 -.5966E+01 -.6562E+01   .9999999 -.0000379  .0000010
T 1195 19 .1518944E+11   2300019E-01 -.2338E+01  .2454E+01   .9999999  .0001764 -.0000213
T 1196 19 .1518941E+11   2300014E-01 -.4182E+01 -.2957E+01   .9999999 -.0002737 -.0002089
T 1197 19 .1519094E+11   2300012E-01  .7457E+01 -.6118E+01   .9999999  .0000907 -.0000321
T 1198 19 .1518961E+11   2300021E-01 -.1179E+02 -.9076E+01   .9999999 -.0000398 -.0002076
T 1199 19 .1518972E+11   2300012E-01  .1792E+01 -.6255E+01   .9999999 -.0001133 -.0001156
T 1200 19 .1518884E+11   2300009E-01 -.2049E+03 -.7769E+02   .9999965 -.0025024 -.0008784
T 1201 19 .1519048E+11   2300018E-01 -.1466E+02  .1727E+01   .9999999 -.0003151 -.0001464
T 1202 19 .1518981E+11   2300015E-01 -.7031E+01 -.2439E+02   .9999999 -.0000931 -.0002479
T 1203 19 .1519067E+11   2300005E-01  .1265E+02  .8046E+02   .9999990  .0001714  .0014034
T 1204 19 .1519027E+11   2300012E-01  .4018E+01  .3652E+01   .9999999  .0000936  .0000127
T 1205 19 .1519133E+11   2300007E-01 -.9044E+01 -.6483E+01   .9999999 -.0001568 -.0000703
T 1206 19 .1519121E+11   2300003E-01  .1773E+02 -.1393E+02   .9999999  .0002180 -.0001184
T 1207 19 .1519130E+11   2300012E-01 -.5167E+01 -.2647E+01   .9999999 -.0000418 -.0000599
T 1208 19 .1518938E+11   2300017E-01  .9245E+01 -.2911E+02   .9999999 -.0000406 -.0002676
T 1209 19 .1518906E+11   2300017E-01 -.5523E+01  .5313E+01   .9999999 -.0001874 -.0000104
T 1210 19 .1518925E+11   2300001E-01 -.1401E+02 -.1188E+00   .9999999 -.0001143  .0001065
T 1211 19 .1518992E+11   2300005E-01 -.4974E+01 -.2538E+00   .9999999  .0000383  .0000655
T 1212 19 .1518998E+11   2300018E-01  .2155E+01 -.1544E+02   .9999998 -.0000724 -.0006148
T 1213 19 .1519075E+11   2300020E-01  .1446E+02 -.6998E+01   .9999999  .0001374 -.0001026
T 1214 19 .1518866E+11   2300000E-01  .3455E+02 -.1386E+01   .9999999  .0003930 -.0000244
T 1215 19 .1519035E+11   2300015E-01 -.1534E+02 -.5365E+01   .9999999 -.0000846 -.0000644
T 1216 19 .1519060E+11   2300019E-01 -.1099E+02  .5111E+01   .9999999 -.0000235 -.0000286
T 1217 19 .1519033E+11   2300016E-01 -.6996E+02  .8867E+02   .9999954 -.0019380  .0023130
T 1218 19 .1519014E+11   2300020E-01  .1636E+02 -.1263E+01   .9999999  .0000874  .0000253
T 1219 19 .1519000E+11   2300008E-01  .1241E+02  .1729E+02   .9999999  .0001080  .0002553
T 1220 19 .1518885E+11   2300008E-01 -.1221E+01  .6459E+01   .9999999 -.0000267  .0000929
T 1221 19 .1519122E+11   2300018E-01  .7356E-01  .2004E+01   .9999999 -.0000234 -.0001316
T 1222 19 .1518993E+11   2300003E-01  .1743E+02  .2256E+02   .9999999  .0000925  .0002919
T 1223 19 .1518983E+11   2300015E-01  .7205E+01 -.9577E+01   .9999999  .0000505 -.0000723
T 1224 19 .1519165E+11   2300006E-01  .9468E+01  .5100E+02   .9999998  .0000680  .0006488
T 1225 19 .1518996E+11   2300018E-01  .1152E+02 -.2308E+01   .9999999  .0000938  .0000645
T 1226 19 .1519023E+11   2300022E-01 -.3772E+01 -.2364E+01   .9999999  .0000060 -.0000371
T 1227 19 .1518963E+11   2300001E-01  .6950E+01  .2991E+01   .9999999  .0001976  .0000352
T 1228 19 .1519072E+11   2300000E-01  .4682E+02 -.2179E+02   .9999998  .0005792 -.0001120
T 1229 19 .1519151E+11   2300016E-01 -.2175E+02 -.7031E+02   .9999823 -.0024932 -.0054102
T 1230 19 .1519098E+11   2300022E-01  .3603E+01 -.3699E+01   .9999999  .0000097 -.0001911
T 1231 19 .1519032E+11   2300022E-01 -.2463E+01 -.1829E+01   .9999999 -.0000644 -.0000278
T 1232 19 .1519123E+11   2300006E-01  .2990E+01  .3737E+01   .9999999  .0000398  .0000269
T 1233 19 .1519029E+11   2300010E-01 -.1251E+02 -.1074E+02   .9999999 -.0001395 -.0001420
T 1234 19 .1519016E+11   2300022E-01 -.2067E+02 -.5703E+00   .9999999 -.0002992 -.0000266
T 1235 19 .1519004E+11   2300022E-01  .1661E+01  .6374E+01   .9999999  .0001346 -.0000181
T 1236 19 .1519110E+11   2300019E-01  .1581E+01  .6876E+01   .9999999  .0000139  .0000514
T 1237 19 .1518978E+11   2300015E-01 -.4764E+01 -.1639E+01   .9999999 -.0000645  .0001185
T 1238 19 .1519058E+11   2300004E-01  .9503E+01 -.7202E+01   .9999999  .0000890 -.0000136
T 1239 19 .1518991E+11   2300021E-01 -.4755E+01  .1343E+02   .9999999 -.0000945  .0001024
T 1240 19 .1519107E+11   2300008E-01  .1575E+02 -.2978E+01   .9999999  .0001785 -.0000194
T 1241 19 .1519078E+11   2300019E-01 -.9627E+01  .9161E+01   .9999999  .0000399  .0002031
T 1242 19 .1519111E+11   2300014E-01 -.8287E+01  .1163E+02   .9999999 -.0000284  .0001368
T 1243 19 .1519044E+11   2300010E-01 -.8002E+01 -.3305E+01   .9999999 -.0001109  .0001100
T 1244 19 .1518975E+11   2300018E-01 -.1128E+01 -.1044E+02   .9999999  .0000024 -.0001282
T 1245 19 .1519045E+11   2300011E-01 -.1811E+01  .2259E+01   .9999999 -.0000931 -.0000265
T 1246 19 .1519002E+11   2300015E-01 -.1869E+02  .1599E+01   .9999999 -.0002185 -.0000563
T 1247 19 .1519101E+11   2300003E-01  .6122E+01 -.2073E+01   .9999999  .0001321 -.0001678
T 1248 19 .1518970E+11   2300019E-01 -.2677E+01 -.7981E+01   .9999999  .0000376  .0000448
T 1249 19 .1519021E+11   2300001E-01 -.8588E+01  .6728E+01   .9999999 -.0001471  .0000798
T 1250 19 .1518952E+11   2300008E-01 -.1389E+02 -.1011E+02   .9999999 -.0000300 -.0001679
T 1251 19 .1518911E+11   2300020E-01 -.2327E+00  .1413E+02   .9999999 -.0002087  .0001942
T 1252 19 .1519116E+11   2300011E-01 -.1691E+02 -.3596E+01   .9999999 -.0003222 -.0000500
T 1253 19 .1518973E+11   2300008E-01 -.1376E+02 -.9888E+01   .9999999 -.0002381 -.0000619
T 1254 19 .1518943E+11   2300021E-01  .5991E+01 -.2204E+01   .9999999  .0001379 -.0000313
T 1255 19 .1519137E+11   2300000E-01  .1227E+02  .1340E+02   .9999999  .0002187  .0001191
T 1256 19 .1518879E+11   2300010E-01 -.6208E+02 -.8307E+01   .9999998 -.0005923 -.0000335
T 1257 19 .1519059E+11   2300019E-01  .5808E+01 -.2514E+02   .9999999 -.0000224 -.0003487
T 1258 19 .1519024E+11   2300023E-01 -.2570E+01  .5615E+01   .9999999  .0000451  .0001507
T 1259 19 .1519041E+11   2300016E-01  .1897E+02  .7950E+01   .9999999  .0001787  .0000719
T 1260 19 .1519027E+11   2300017E-01  .2406E+01  .1496E+02   .9999999  .0000633  .0002659
T 1261 19 .1519020E+11   2300009E-01 -.1785E+02  .5775E+01   .9999999 -.0002268  .0000676
T 1262 19 .1519077E+11   2300000E-01  .1295E+02  .1637E+01   .9999999  .0001974 -.0000482
T 1263 19 .1519029E+11   2300001E-01  .5465E-01  .1007E+02   .9999999 -.0001346  .0000784
T 1264 19 .1519007E+11   2300016E-01 -.2596E+01 -.1605E+01   .9999999  .0000114  .0000695
T 1265 19 .1518843E+11   2300009E-01  .1856E+02  .1847E+02   .9999999  .0001776  .0001789
T 1266 19 .1519178E+11   2300014E-01 -.1678E+02  .1428E+01   .9999999 -.0004089  .0000010
T 1267 19 .1518783E+11   2300002E-01 -.1598E+02 -.2982E+01   .9999999 -.0001530 -.0001831
T 1268 19 .1519047E+11   2300022E-01  .2495E+02 -.2099E+01   .9999999  .0002219  .0000640
T 1269 19 .1518970E+11   2300016E-01 -.1493E+01  .1603E+02   .9999999 -.0001384  .0001495
T 1270 19 .1518932E+11   2300008E-01 -.4891E+01  .1036E+02   .9999999 -.0000830  .0000875
T 1271 19 .1518962E+11   2300021E-01 -.3252E+01  .2838E+02   .9999999 -.0001505  .0004588
T 1272 19 .1518855E+11   2300017E-01  .1881E+02  .4225E+02   .9999999  .0001242  .0003857
T 1273 19 .1519171E+11   2300014E-01  .1110E+02 -.1437E+01   .9999999  .0002154 -.0000486
T 1274 19 .1519040E+11   2300021E-01 -.9694E+01 -.8939E+01   .9999999 -.0001856 -.0002567
T 1275 19 .1518918E+11   2300010E-01  .9471E+01 -.9277E+00   .9999999 -.0000755 -.0001779
T 1276 19 .1518813E+11   2300021E-01  .1280E+02  .1437E+02   .9999999  .0001080  .0002028
T 1277 19 .1518963E+11   2300004E-01 -.4890E+02  .5600E+02   .9999996 -.0002811  .0007972
T 1278 19 .1518906E+11   2300018E-01 -.7150E+02 -.5714E+02   .9999996 -.0006761 -.0005311
T 1279 19 .1519048E+11   2300010E-01  .6602E+01 -.5372E+01   .9999999 -.0000044 -.0000271
T 1280 19 .1519123E+11   2300023E-01  .2337E+02 -.8534E+01   .9999999  .0003171 -.0000463
T 1281 19 .1519080E+11   2300019E-01 -.1891E+01 -.2201E+02   .9999999 -.0000583 -.0003626
T 1282 19 .1519006E+11   2300014E-01  .4900E+01 -.1606E+02   .9999999  .0000299 -.0001829
T 1283 19 .1518801E+11   2300023E-01  .1326E+02 -.1755E+02   .9999999  .0001349 -.0003725
T 1284 19 .1519021E+11   2300023E-01  .2488E+01 -.6324E+01   .9999999  .0000772 -.0001274
T 1285 19 .1519133E+11   2300017E-01  .8294E+01  .8804E+01   .9999999  .0002459 -.0000155
T 1286 19 .1518907E+11   2300021E-01 -.4389E+00  .2180E+02   .9999999  .0000387  .0002767
T 1287 19 .1518897E+11   2300015E-01 -.2861E+01 -.1969E+01   .9999999 -.0000693 -.0000608
T 1288 19 .1519109E+11   2300001E-01 -.4378E+01 -.3765E+01   .9999999  .0003691 -.0000740
T 1289 19 .1518875E+11   2300022E-01 -.1065E+01  .2277E+01   .9999999 -.0000259  .0000009
T 1290 19 .1518946E+11   2300022E-01 -.2949E+01 -.1677E+01   .9999999  .0000009  .0000298
T 1291 19 .1519045E+11   2300014E-01 -.1857E+02  .1786E+01   .9999999 -.0004004 -.0000340
T 1292 19 .1518968E+11   2300020E-01  .7866E+00 -.4400E+01   .9999999  .0001118 -.0000412
T 1293 19 .1519024E+11   2300003E-01  .7437E+01 -.7519E+00   .9999999  .0000118  .0000538
T 1294 19 .1519107E+11   2300016E-01  .2637E+00  .1640E+02   .9999999  .0000818 -.0000101
T 1295 19 .1518917E+11   2300007E-01  .3799E+01 -.2135E+02   .9999999  .0000227 -.0003408
T 1296 19 .1519100E+11   2300008E-01  .8592E+01  .1051E+02   .9999999  .0001305  .0003515
T 1297 19 .1518910E+11   2300004E-01  .1904E+02  .2608E+01   .9999999  .0000265  .0001876
T 1298 19 .1518891E+11   2300005E-01 -.4422E+01 -.2596E+01   .9999999 -.0000276 -.0000011
T 1299 19 .1519062E+11   2300002E-01 -.8472E+01  .2248E+02   .9999999 -.0002047  .0004737
T 1300 19 .1519051E+11   2300012E-01  .9021E+01  .1926E+02   .9999999  .0002208  .0002424
T 1301 19 .1518911E+11   2300020E-01  .2563E+02  .3672E+02   .9999999  .0002381  .0004230
T 1302 19 .1518884E+11   2300020E-01 -.6079E+01 -.4297E+01   .9999999 -.0002066 -.0002877
T 1303 19 .1518957E+11   2300014E-01 -.9686E+01 -.1080E+02   .9999999 -.0000332 -.0000129
T 1304 19 .1518972E+11   2300022E-01 -.2159E+02  .1356E+02   .9999998 -.0005798  .0003110
T 1305 19 .1518928E+11   2300015E-01 -.9221E+01 -.2036E+01   .9999999 -.0003201  .0000166
T 1306 19 .1519025E+11   2300019E-01  .1015E+02  .5429E+01   .9999999  .0000388  .0000476
T 1307 19 .1519033E+11   2300021E-01 -.1464E+02  .4018E+01   .9999999 -.0001773  .0001324
T 1308 19 .1518957E+11   2300005E-01 -.2363E+02  .9044E+01   .9999999 -.0000067  .0001462
T 1309 19 .1518971E+11   2300020E-01  .9480E+01 -.1885E+02   .9999999  .0001528 -.0002469
T 1310 19 .1518973E+11   2300007E-01 -.3319E+02  .1262E+01   .9999998 -.0005747 -.0001370
T 1311 19 .1519202E+11   2300004E-01 -.1041E+02 -.8659E+01   .9999999 -.0002070 -.0002488
T 1312 19 .1519071E+11   2300000E-01 -.9112E+01  .1744E+02   .9999999 -.0000241  .0003989
T 1313 19 .1519113E+11   2300011E-01  .1919E+02  .2273E+02   .9999999  .0003086  .0002599
T 1314 19 .1518946E+11   2300007E-01 -.5561E+01 -.7427E+01   .9999999 -.0001462 -.0001645
T 1315 19 .1519150E+11   2300000E-01 -.1245E+02  .3697E+00   .9999999 -.0003056 -.0000096
T 1316 19 .1518976E+11   2300002E-01  .1494E+02  .8081E+01   .9999999  .0000654  .0002172
T 1317 19 .1518995E+11   2300011E-01 -.5526E+01  .5507E+00   .9999999 -.0001487 -.0002284
T 1318 19 .1519009E+11   2300000E-01  .4105E+01 -.1508E+01   .9999999  .0001424  .0000132
T 1319 19 .1518924E+11   2300018E-01 -.3167E+01 -.9969E+00   .9999999 -.0000763 -.0000483
T 1320 19 .1518971E+11   2300016E-01 -.9587E+00 -.5626E+01   .9999999  .0000476 -.0000026
T 1321 19 .1518846E+11   2300021E-01 -.1544E+02 -.4471E+01   .9999999 -.0002055 -.0000966
T 1322 19 .1518877E+11   2300010E-01 -.1464E+02 -.2150E+02   .9999999 -.0001230 -.0003049
T 1323 19 .1519067E+11   2300006E-01 -.3950E+02  .2927E+02   .9999999 -.0004028  .0000982
T 1324 19 .1519051E+11   2300021E-01  .1024E+02  .3027E+01   .9999999  .0000818  .0000940
T 1325 19 .1518938E+11   2300008E-01  .5644E+01  .9799E+01   .9999999  .0000683  .0001457
T 1326 19 .1518949E+11   2300013E-01  .1901E+01 -.3012E+01   .9999999 -.0000165 -.0000603
T 1327 19 .1518949E+11   2300008E-01  .1291E+02 -.2458E+02   .9999999  .0001107 -.0001078
T 1328 19 .1518998E+11   2300020E-01  .3717E+01 -.1422E+02   .9999999 -.0001100 -.0002497
T 1329 19 .1518866E+11   2300021E-01  .2868E+00 -.1962E+01   .9999999 -.0001019 -.0000555
T 1330 19 .1518991E+11   2300008E-01  .1406E+02 -.5805E+00   .9999999  .0001037  .0000955
T 1331 19 .1518906E+11   2300020E-01 -.1255E+02  .7501E+01   .9999999 -.0002831  .0000300
T 1332 19 .1518889E+11   2300010E-01 -.1530E+02  .9733E+01   .9999999 -.0002611  .0002024
T 1333 19 .1518964E+11   2300011E-01 -.2503E+01  .1406E+02   .9999999 -.0001746  .0001365
T 1334 19 .1518992E+11   2300011E-01 -.3651E+01 -.7484E+00   .9999999  .0000667  .0000396
T 1335 19 .1519043E+11   2300023E-01  .3643E+02  .9488E+02   .9999995  .0004452  .0009376
T 1336 19 .1518958E+11   2300022E-01  .9681E+01 -.4205E+01   .9999999  .0001566 -.0001379
T 1337 19 .1518901E+11   2300009E-01 -.8480E+01  .2469E+01   .9999999 -.0000559  .0001424
T 1338 19 .1519010E+11   2300020E-01 -.1455E+02  .2931E+01   .9999999 -.0001779 -.0001495
T 1339 19 .1518927E+11   2300000E-01 -.2028E+01 -.3867E+01   .9999999  .0000013 -.0000694
T 1340 19 .1518953E+11   2300018E-01 -.2218E+00  .1245E+02   .9999999 -.0000115  .0001617
T 1341 19 .1519047E+11   2300005E-01 -.6690E+01  .2258E+02   .9999999 -.0000074  .0002791
T 1342 19 .1518837E+11   2300007E-01 -.1624E+02 -.6354E+01   .9999999 -.0003201 -.0000697
T 1343 19 .1518918E+11   2300008E-01  .4199E+01  .2650E+01   .9999999  .0001045 -.0000173
T 1344 19 .1518984E+11   2300015E-01 -.1734E+02  .2711E+02   .9999999 -.0002458  .0003373
T 1345 19 .1518928E+11   2300000E-01 -.5712E+00  .4348E+01   .9999999 -.0000427 -.0000584
T 1346 19 .1518971E+11   2300007E-01  .1684E+01  .1987E+01   .9999999  .0000054 -.0000806
T 1347 19 .1518896E+11   2300019E-01  .3174E+01  .1114E+02   .9999999  .0001235  .0000937
T 1348 19 .1518961E+11   2300008E-01 -.2751E+01 -.3261E+01   .9999999 -.0000213 -.0000367
T 1349 19 .1519077E+11   2300017E-01 -.7953E+02  .3588E+01   .9999999 -.0005016  .0000156
T 1350 19 .1518992E+11   2300013E-01 -.1244E+02 -.6304E+01   .9999999 -.0001236 -.0001272
T 1351 19 .1519054E+11   2300022E-01 -.6932E+01 -.2650E+00   .9999999 -.0001201  .0000834
T 1352 19 .1519021E+11   2300016E-01 -.5401E+01  .4389E+01   .9999999 -.0000718  .0001064
T 1353 19 .1518975E+11   2300002E-01  .2630E+01 -.1287E+02   .9999999  .0001155 -.0002039
T 1354 19 .1518859E+11   2300006E-01  .9048E-01 -.6414E+01   .9999999 -.0000134 -.0000547
T 1355 19 .1518918E+11   2300021E-01  .1494E+02  .1813E+01   .9999999  .0002351  .0001091
T 1356 19 .1519029E+11   2300006E-01  .7924E+01  .1119E+01   .9999999  .0000427  .0001029
T 1357 19 .1518947E+11   2300016E-01  .4499E+01 -.1404E+02   .9999999  .0000960 -.0001634
T 1358 19 .1519162E+11   2300017E-01 -.3598E+01 -.1695E+02   .9999999 -.0000124 -.0003068
T 1359 19 .1519019E+11   2300010E-01  .6090E+01  .3753E+01   .9999999  .0001736  .0000904
T 1360 19 .1519017E+11   2300019E-01 -.6320E+01 -.1159E+01   .9999999  .0000283  .0000318
T 1361 19 .1519131E+11   2300019E-01  .2586E+02  .2506E+02   .9999997  .0005713  .0005699
T 1362 19 .1518973E+11   2300010E-01 -.1229E+02 -.1221E+02   .9999999  .0000245 -.0000680
T 1363 19 .1519004E+11   2300018E-01  .2560E+01  .7518E+01   .9999999 -.0000671  .0000038
T 1364 19 .1519056E+11   2300002E-01  .4697E+02 -.5481E+02   .9999997  .0005036 -.0005547
T 1365 19 .1519019E+11   2300008E-01  .7785E+01 -.1135E+02   .9999999  .0000534  .0000554
T 1366 19 .1519151E+11   2300015E-01  .6459E+01  .2892E+01   .9999999  .0001361 -.0000117
T 1367 19 .1518936E+11   2300010E-01 -.2346E+02 -.6144E+00   .9999999 -.0002384 -.0000022
T 1368 19 .1518999E+11   2300008E-01  .5213E+01 -.1596E+02   .9999999  .0002870 -.0003065
T 1369 19 .1519251E+11   2300022E-01 -.1009E+02  .3724E+01   .9999999 -.0000980 -.0000699
T 1370 19 .1518941E+11   2300021E-01 -.2884E+02 -.3945E+02   .9999999 -.0000714 -.0003041
T 1371 19 .1518850E+11   2300008E-01  .1247E+02 -.4352E+01   .9999999  .0001278 -.0001517
T 1372 19 .1518993E+11   2300022E-01  .1302E+01 -.2479E+01   .9999999 -.0000971 -.0000104
T 1373 19 .1519027E+11   2300016E-01 -.5760E+01 -.1908E+02   .9999999 -.0001015 -.0001897
T 1374 19 .1518934E+11   2300014E-01 -.5816E+01  .8415E+01   .9999999 -.0001167  .0000849
T 1375 19 .1518925E+11   2300011E-01 -.2475E+02  .1278E+02   .9999999 -.0002155  .0002798
T 1376 19 .1519014E+11   2300022E-01 -.1697E+02  .6368E+01   .9999999 -.0001898  .0001579
T 1377 19 .1519031E+11   2300018E-01  .5780E+01  .9924E+01   .9999999  .0001803  .0001602
T 1378 19 .1519006E+11   2300005E-01  .2091E+02 -.3092E+01   .9999999  .0004319  .0002232
T 1379 19 .1518895E+11   2300007E-01 -.3096E+00 -.4979E+01   .9999999 -.0002415 -.0000864
T 1380 19 .1518768E+11   2300013E-01  .8589E+01 -.8960E+01   .9999999  .0001210 -.0000528
T 1381 19 .1518914E+11   2300011E-01 -.2277E+02  .1102E+02   .9999999 -.0002709  .0000928
T 1382 19 .1518859E+11   2300013E-01 -.8872E+01  .7160E+01   .9999999 -.0000983 -.0000563
T 1383 19 .1519027E+11   2300015E-01  .6481E+01 -.1786E+02   .9999999  .0001012 -.0002278
T 1384 19 .1519018E+11   2300014E-01  .2360E+02  .1295E+02   .9999999  .0002018  .0000938
T 1385 19 .1518871E+11   2300017E-01  .8709E+01  .1257E+02   .9999999  .0004368  .0002110
T 1386 19 .1519110E+11   2300022E-01 -.5021E+01 -.1335E+02   .9999999 -.0001592 -.0001203
T 1387 19 .1518916E+11   2300007E-01  .1195E+03  .3922E+02   .9999988  .0014958  .0003608
T 1388 19 .1518841E+11   2300021E-01 -.8009E+01 -.1507E+02   .9999999 -.0000048 -.0001670
T 1389 19 .1518982E+11   2300010E-01 -.1141E+02  .1382E+01   .9999999 -.0001983  .0001211
T 1390 19 .1518973E+11   2300007E-01  .3708E+01 -.1714E+01   .9999999  .0000529  .0000329
T 1391 19 .1518986E+11   2300022E-01  .1925E+02  .6555E+01   .9999999  .0001222  .0000079
T 1392 19 .1519005E+11   2300017E-01 -.2690E+01  .6658E+01   .9999999 -.0000846 -.0000398
T 1393 19 .1518933E+11   2300022E-01 -.4584E+01 -.1198E+02   .9999999 -.0000787 -.0002238
T 1394 19 .1519033E+11   2300012E-01 -.1660E+02 -.1667E+02   .9999999 -.0001038 -.0003392
T 1395 19 .1519139E+11   2300019E-01 -.4650E+01 -.3095E+01   .9999999 -.0001159  .0001783
T 1396 19 .1518966E+11   2300001E-01  .1066E+02  .3333E+00   .9999999  .0001058 -.0000747
T 1397 19 .1519069E+11   2300007E-01 -.4690E+01 -.3369E+01   .9999999 -.0000874 -.0000333
T 1398 19 .1518990E+11   2300005E-01  .1447E+02 -.2109E+01   .9999999  .0002015  .0000837
T 1399 19 .1519094E+11   2300014E-01  .1143E+02 -.1456E+02   .9999999  .0000704 -.0001009
T 1400 19 .1518905E+11   2300022E-01 -.1013E+02 -.2484E+02   .9999999 -.0001129 -.0002072
T 1401 19 .1519005E+11   2300008E-01  .4235E+01  .5043E+01   .9999999 -.0000836  .0000000
T 1402 19 .1518859E+11   2300012E-01 -.2433E+01 -.6746E+01   .9999999 -.0000789 -.0001573
T 1403 19 .1519029E+11   2300014E-01 -.5577E+01 -.1287E+02   .9999999 -.0000047 -.0001252
T 1404 19 .1519171E+11   2300023E-01  .1062E+02  .5761E+01   .9999999  .0001981  .0001564
T 1405 19 .1519052E+11   2300022E-01  .2435E+02  .9800E+01   .9999999  .0002452  .0000720
T 1406 19 .1519023E+11   2300001E-01 -.1863E+02  .1357E+01   .9999999 -.0003099 -.0000761
T 1407 19 .1518908E+11   2300014E-01 -.1954E+01 -.2517E+00   .9999999  .0000024 -.0000872
T 1408 19 .1519056E+11   2300009E-01 -.1485E-03  .2256E+02   .9999999 -.0000625  .0001959
T 1409 19 .1518781E+11   2300018E-01 -.8995E+02  .4478E+02   .9999998 -.0005704  .0003773
T 1410 19 .1518834E+11   2300007E-01  .1654E+01  .4185E+02   .9999999 -.0000500  .0004579
T 1411 19 .1518927E+11   2300013E-01  .1558E+02  .2258E+02   .9999999  .0001071  .0001737
T 1412 19 .1519104E+11   2300006E-01  .4854E+01 -.1152E+02   .9999999  .0002522 -.0001655
T 1413 19 .1519010E+11   2300000E-01  .7282E+01 -.1121E+01   .9999999  .0000027  .0000030
T 1414 19 .1518941E+11   2300008E-01  .1577E+01 -.4512E+01   .9999999  .0001272 -.0004176
T 1415 19 .1518985E+11   2300021E-01 -.1812E+02  .5970E+00   .9999999 -.0002496 -.0003959
T 1416 19 .1518897E+11   2300015E-01 -.4144E+01  .7728E+00   .9999999 -.0000651  .0000717
T 1417 19 .1518891E+11   2300022E-01 -.3223E+01  .6415E+01   .9999999  .0000452  .0001518
T 1418 19 .1518942E+11   2300015E-01  .1540E+02 -.2297E+02   .9999999  .0000848 -.0001396
T 1419 19 .1519053E+11   2300014E-01 -.8166E+01 -.8556E+01   .9999999 -.0001461 -.0001102
T 1420 19 .1519091E+11   2300022E-01 -.1100E+02  .6507E+01   .9999999 -.0002076  .0001155
T 1421 19 .1518982E+11   2300022E-01  .5497E+01 -.1256E+02   .9999999  .0000769 -.0001823
T 1422 19 .1519193E+11   2300006E-01 -.1622E+02 -.2039E+02   .9999999 -.0001262 -.0001072
T 1423 19 .1519054E+11   2300002E-01 -.3472E+01  .2936E+02   .9999999 -.0000994  .0002201
T 1424 19 .1519063E+11   2300014E-01  .1245E+02 -.1315E+02   .9999999  .0001062 -.0000643
T 1425 19 .1519069E+11   2300014E-01  .7438E+01 -.2026E+01   .9999999  .0002300 -.0002220
T 1426 19 .1518839E+11   2300018E-01 -.2153E+02 -.1618E+02   .9999999 -.0003180 -.0001832
T 1427 19 .1519003E+11   2300006E-01 -.6893E+01  .1069E+02   .9999997 -.0006911  .0003076
T 1428 19 .1518987E+11   2300011E-01 -.5098E+01 -.1429E+02   .9999999 -.0000991 -.0001915
T 1429 19 .1518991E+11   2300005E-01 -.6952E+01  .9363E+01   .9999999 -.0002325  .0001122
T 1430 19 .1518944E+11   2300015E-01  .1633E+02 -.6559E+00   .9999999  .0001744  .0001150
T 1431 19 .1518941E+11   2300007E-01 -.1556E+02  .9533E-01   .9999999 -.0002129 -.0002353
