============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Podk³adka+Tarcza(  34 um) ================
T 8057 19 .1518396E+11   3400022E-01  .5982E+02  .1958E+01   .9999999  .0003754 -.0000387
T 8058 19 .1518246E+11   3400008E-01  .2148E+02 -.8503E+01   .9999999  .0002652 -.0000332
T 8059 19 .1518388E+11   3400017E-01 -.2265E+02 -.8551E+01   .9999999 -.0002054  .0000142
T 8060 19 .1518355E+11   3400016E-01  .1661E+02 -.3760E+02   .9999999  .0002236 -.0004033
T 8061 19 .1518425E+11   3400017E-01  .1058E+02 -.2279E+02   .9999999  .0002369 -.0001017
T 8062 19 .1518227E+11   3400019E-01  .2846E+02  .1210E+03   .9999997  .0001819  .0008098
T 8063 19 .1518138E+11   3400021E-01 -.2129E+02 -.3093E+02   .9999999 -.0000849 -.0001469
T 8064 19 .1518328E+11   3400015E-01  .3249E+02 -.2909E+02   .9999999  .0003555 -.0002348
T 8065 19 .1518248E+11   3400004E-01 -.1574E+02 -.4521E+02   .9999999  .0000175 -.0002209
T 8066 19 .1518148E+11   3400001E-01  .7973E+01  .3688E+02   .9999999 -.0000381  .0002671
T 8067 19 .1518254E+11   3400022E-01  .8599E+02  .1102E+02   .9999998  .0006734  .0001413
T 8068 19 .1518314E+11   3400015E-01  .2801E+01  .2578E+02   .9999999  .0001398  .0004200
T 8069 19 .1518200E+11   3400021E-01  .4091E+01 -.1249E+02   .9999999  .0001788 -.0000537
T 8070 19 .1518122E+11   3400008E-01  .2314E+02  .4274E+01   .9999999  .0001427 -.0000515
T 8071 19 .1518222E+11   3400004E-01 -.2458E+02  .5572E+01   .9999999 -.0000597  .0000658
T 8072 19 .1518053E+11   3400009E-01  .5207E+02  .1088E+02   .9999999  .0002717  .0002090
T 8073 19 .1518223E+11   3400008E-01  .1901E+02 -.2429E+01   .9999999  .0003023 -.0001320
T 8074 19 .1518209E+11   3400013E-01 -.3646E+02 -.1634E+02   .9999999  .0000147  .0001502
T 8075 19 .1518449E+11   3400013E-01 -.1104E+02  .4777E+02   .9999998 -.0000349  .0005844
T 8076 19 .1518550E+11   3400010E-01  .2350E+02 -.2871E+01   .9999999  .0000353  .0000632
T 8077 19 .1518350E+11   3400010E-01 -.1072E+02 -.4404E+01   .9999999 -.0000847 -.0002192
T 8078 19 .1518237E+11   3400022E-01  .9265E+02 -.7205E+02   .9999995  .0007027 -.0006422
T 8079 19 .1518228E+11   3400011E-01 -.4463E+02  .3534E+02   .9999999 -.0002033 -.0000039
T 8080 19 .1518193E+11   3400011E-01 -.3983E+02  .9700E+01   .9999999 -.0004672 -.0000606
T 8081 19 .1518149E+11   3400021E-01  .2521E+02 -.5301E+01   .9999999  .0001224  .0000998
T 8082 19 .1518208E+11   3400017E-01  .4410E+02 -.5603E+02   .9999999  .0003670 -.0003786
T 8083 19 .1518121E+11   3400010E-01 -.1969E+02 -.1548E+01   .9999999 -.0001371  .0000087
T 8084 19 .1518042E+11   3400008E-01  .2020E+02 -.2396E+02   .9999999 -.0000467 -.0003265
T 8085 19 .1518093E+11   3400006E-01  .1623E+02  .1563E+02   .9999999  .0001685  .0000814
T 8086 19 .1518117E+11   3400023E-01 -.4386E+01 -.5363E+02   .9999999 -.0000606 -.0001645
T 8087 19 .1518347E+11   3400017E-01 -.1009E+02 -.3178E+02   .9999999  .0002149 -.0001306
T 8088 19 .1518125E+11   3400018E-01  .1330E+02  .1660E+02   .9999999  .0000422  .0001257
T 8089 19 .1518463E+11   3400020E-01  .2914E+02 -.1788E+02   .9999999  .0002116 -.0001008
T 8090 19 .1518317E+11   3400017E-01 -.1445E+01 -.9777E+02   .9999999  .0000982 -.0004039
T 8091 19 .1518208E+11   3400021E-01 -.5180E+01 -.2515E+02   .9999999 -.0000606 -.0001299
T 8092 19 .1518299E+11   3400008E-01  .1001E+01 -.1472E+02   .9999999  .0001054 -.0000322
T 8093 19 .1518173E+11   3400009E-01 -.9558E+02  .6468E+02   .9999998 -.0005789  .0004026
T 8094 19 .1518281E+11   3400022E-01 -.5344E+02  .4205E+01   .9999999 -.0002920  .0001139
T 8095 19 .1518438E+11   3400019E-01  .1897E+02  .1767E+02   .9999999  .0001960  .0001576
T 8096 19 .1517978E+11   3400004E-01 -.7133E+02  .2944E+01   .9999999 -.0004491 -.0001274
T 8097 19 .1518415E+11   3400001E-01  .1764E+02  .4320E+02   .9999999  .0002727  .0003205
T 8098 19 .1518081E+11   3400020E-01  .1033E+02 -.1872E+02   .9999999  .0001894 -.0001000
T 8099 19 .1518364E+11   3400014E-01 -.1970E+02 -.1063E+02   .9999999  .0000230 -.0000050
T 8100 19 .1518326E+11   3400010E-01  .1083E+03 -.2346E+00   .9999999  .0004935  .0002171
T 8101 19 .1518182E+11   3400021E-01  .2602E+02  .1650E+02   .9999999  .0002478  .0002075
T 8102 19 .1518218E+11   3400011E-01 -.1626E+02  .4504E+02   .9999999 -.0000745  .0004866
T 8103 19 .1518247E+11   3400008E-01  .4631E+02 -.8947E+01   .9999999  .0004683  .0001808
T 8104 19 .1518308E+11   3400008E-01 -.2004E+02  .1267E+02   .9999999 -.0001218  .0000799
T 8105 19 .1518474E+11   3400013E-01  .2205E+01  .5051E+01   .9999999 -.0000778  .0000417
T 8106 19 .1518030E+11   3400011E-01  .5185E+01 -.1578E+02   .9999999  .0001285  .0001817
T 8107 19 .1518322E+11   3400020E-01 -.2379E+02  .6564E+02   .9999999 -.0000800  .0004806
T 8108 19 .1518320E+11   3400012E-01 -.1644E+02  .3454E+01   .9999999 -.0002073 -.0000065
T 8109 19 .1518273E+11   3400017E-01  .6247E+02  .4714E+01   .9999999  .0002935  .0001287
T 8110 19 .1518327E+11   3400023E-01  .2540E+02 -.2754E+02   .9999999  .0000022 -.0002562
T 8111 19 .1518292E+11   3400016E-01  .1786E+01  .1636E+02   .9999999 -.0000157  .0001420
T 8112 19 .1518143E+11   3400017E-01 -.3552E+02  .1423E+01   .9999999 -.0000481  .0000465
T 8113 19 .1518259E+11   3400008E-01  .9274E+01  .3973E+02   .9999999  .0001086  .0002124
T 8114 19 .1518105E+11   3400011E-01  .4288E+02 -.6730E+01   .9999995  .0008456  .0004806
T 8115 19 .1518534E+11   3400007E-01 -.2816E+01  .7993E+01   .9999999  .0001657  .0001297
T 8116 19 .1518340E+11   3400011E-01  .1394E+01  .7910E+01   .9999999  .0000378  .0000669
T 8117 19 .1518346E+11   3400009E-01 -.2050E+02  .2549E+02   .9999999 -.0000794  .0001991
T 8118 19 .1518221E+11   3400019E-01 -.2098E+03  .2786E+02   .9999993 -.0011316  .0003366
T 8119 19 .1518328E+11   3400006E-01 -.4285E+02  .2883E+01   .9999999 -.0003330 -.0000073
T 8120 19 .1518245E+11   3400018E-01 -.2705E+02  .1248E+02   .9999999 -.0001586  .0000447
T 8121 19 .1518162E+11   3400012E-01  .2420E+01 -.1135E+02   .9999999 -.0001483  .0001374
T 8122 19 .1518184E+11   3400014E-01 -.3152E+02 -.1087E+02   .9999999 -.0002277  .0000345
T 8123 19 .1518213E+11   3400022E-01  .1188E+02 -.3291E+01   .9999999  .0000839 -.0002292
T 8124 19 .1518227E+11   3400007E-01  .3512E+02  .2829E+02   .9999999  .0002871  .0001260
T 8125 19 .1518182E+11   3400021E-01  .1636E+02 -.3217E+02   .9999999  .0000310 -.0000864
T 8126 19 .1518373E+11   3400016E-01  .3858E+02  .7251E+02   .9999999  .0003786  .0003859
T 8127 19 .1518351E+11   3400006E-01  .4830E+02 -.3631E+02   .9999999  .0002131 -.0002131
T 8128 19 .1518125E+11   3400017E-01  .2496E+02  .3316E+01   .9999999  .0001694  .0001383
T 8129 19 .1518252E+11   3400016E-01  .2343E+02 -.3537E+02   .9999999  .0001726 -.0000809
T 8130 19 .1518288E+11   3400006E-01 -.1155E+02 -.2528E+02   .9999999  .0000775 -.0002156
T 8131 19 .1518350E+11   3400021E-01 -.4637E+02  .1335E+02   .9999999 -.0003884  .0002011
T 8132 19 .1518135E+11   3400005E-01 -.1648E+02  .3108E+02   .9999999 -.0000709  .0001603
T 8133 19 .1518330E+11   3400002E-01 -.7322E+02 -.5578E+01   .9999999 -.0004966  .0000034
T 8134 19 .1518113E+11   3400011E-01  .1781E+02  .2376E+01   .9999999  .0001722 -.0000066
T 8135 19 .1518295E+11   3400005E-01  .5997E+01 -.1553E+02   .9999999  .0001226 -.0001511
T 8136 19 .1518210E+11   3400021E-01 -.3616E+02 -.2581E+02   .9999999 -.0001758 -.0001621
T 8137 19 .1518457E+11   3400004E-01 -.1389E+02 -.1462E+02   .9999999 -.0000538 -.0000329
T 8138 19 .1518201E+11   3400004E-01 -.2290E+02 -.1976E+01   .9999999 -.0002685  .0002171
T 8139 19 .1518391E+11   3400010E-01  .4071E+02 -.5423E+02   .9999999  .0003036 -.0002005
T 8140 19 .1518047E+11   3400021E-01  .4252E+01 -.2003E+02   .9999999  .0000010 -.0001883
T 8141 19 .1518027E+11   3400021E-01 -.1326E+02  .2627E+02   .9999999  .0000154  .0001246
T 8142 19 .1518022E+11   3400020E-01  .5093E+01  .1184E+02   .9999999  .0002910  .0000595
T 8143 19 .1518344E+11   3400009E-01  .2503E+02  .5757E+02   .9999999  .0002789  .0002816
T 8144 19 .1518307E+11   3400021E-01 -.1426E+02  .2129E+01   .9999999 -.0000075  .0000806
T 8145 19 .1518351E+11   3400008E-01  .2930E+02 -.2899E+02   .9999999  .0000771 -.0001943
T 8146 19 .1518309E+11   3400021E-01 -.2840E+02  .9794E+02   .9999997 -.0001158  .0007370
T 8147 19 .1518358E+11   3400011E-01 -.3408E+02 -.8317E+01   .9999999 -.0004208  .0000244
T 8148 19 .1518214E+11   3400016E-01  .2266E+02 -.1918E+02   .9999999  .0001513 -.0000112
T 8149 19 .1518271E+11   3400012E-01  .1907E+02 -.1653E+02   .9999999  .0001850 -.0000927
T 8150 19 .1518161E+11   3400007E-01  .1736E+02  .1830E+02   .9999999  .0001093  .0000593
T 8151 19 .1518345E+11   3400011E-01 -.5304E+02  .2604E+02   .9999999 -.0004753  .0002659
T 8152 19 .1518308E+11   3400020E-01  .2896E+02  .1280E+02   .9999999  .0001412 -.0000243
T 8153 19 .1518373E+11   3400010E-01 -.2677E+02  .1483E+02   .9999999 -.0001410  .0002524
T 8154 19 .1518462E+11   3400013E-01 -.1839E+02  .3155E+02   .9999999  .0001216  .0001033
T 8155 19 .1518243E+11   3400008E-01 -.8836E+02 -.3382E+02   .9999995 -.0009812 -.0002023
T 8156 19 .1518229E+11   3400022E-01  .1322E+02  .3519E+02   .9999999  .0000750  .0003629
T 8157 19 .1518189E+11   3400017E-01 -.3269E+02  .2949E+01   .9999999 -.0002049  .0001414
T 8158 19 .1518424E+11   3400011E-01  .2202E+01  .1681E+01   .9999999  .0000098  .0002613
T 8159 19 .1518272E+11   3400005E-01  .7571E+01  .1077E+02   .9999999 -.0000573  .0000927
T 8160 19 .1518245E+11   3400014E-01 -.3805E+02 -.5487E+01   .9999999 -.0000934 -.0004784
T 8161 19 .1518120E+11   3400010E-01  .2661E+02 -.5457E+02   .9999999  .0001877 -.0003834
T 8162 19 .1518317E+11   3400008E-01 -.7192E+01 -.5072E+01   .9999999 -.0000214  .0000926
T 8163 19 .1518313E+11   3400002E-01  .1522E+02  .5709E+02   .9999999  .0001154  .0001417
T 8164 19 .1518309E+11   3400008E-01  .2446E+02  .1776E+02   .9999999  .0000717  .0000862
T 8165 19 .1518375E+11   3400016E-01 -.4525E+02  .4346E+02   .9999999 -.0003347  .0001461
T 8166 19 .1518209E+11   3400005E-01  .1265E+02  .2837E+02   .9999999  .0002345  .0001151
T 8167 19 .1518219E+11   3400018E-01 -.7348E+01  .9254E+01   .9999999 -.0000295  .0000260
T 8168 19 .1518246E+11   3400009E-01 -.1293E+02 -.2645E+02   .9999998  .0005789 -.0002580
T 8169 19 .1518163E+11   3400021E-01 -.6637E+01  .1879E+02   .9999999 -.0002306  .0000281
T 8170 19 .1518216E+11   3400022E-01 -.5094E+02 -.1931E+02   .9999999 -.0004047 -.0001458
T 8171 19 .1518002E+11   3400020E-01  .2720E+01  .3299E+02   .9999999 -.0000433  .0003103
T 8172 19 .1518342E+11   3400011E-01  .3944E+01  .7323E+01   .9999999 -.0000303 -.0001467
T 8173 19 .1518155E+11   3400020E-01 -.1241E+03  .3038E+02   .9999995 -.0009647  .0002328
T 8174 19 .1518290E+11   3400012E-01  .2126E+02 -.1389E+02   .9999999  .0001286 -.0001670
T 8175 19 .1518191E+11   3400004E-01  .2428E+02 -.7394E+01   .9999999  .0002419 -.0001421
T 8176 19 .1518157E+11   3400015E-01  .1023E+02 -.2647E+02   .9999999  .0001152 -.0000486
T 8177 19 .1518305E+11   3400005E-01  .7093E+02 -.4606E+02   .9999998  .0006069 -.0002428
T 8178 19 .1518338E+11   3400007E-01 -.1488E+02  .4241E+02   .9999999  .0000976  .0003382
T 8179 19 .1518248E+11   3400000E-01  .3672E+02 -.1247E+02   .9999999  .0002187  .0002160
T 8180 19 .1518126E+11   3400019E-01 -.2871E+02 -.2713E+02   .9999999 -.0002730  .0000215
T 8181 19 .1518305E+11   3400006E-01  .5716E+02 -.3521E+02   .9999999  .0004064 -.0002086
T 8182 19 .1518271E+11   3400023E-01  .1228E+02  .1778E+02   .9999999 -.0000563  .0001149
T 8183 19 .1518196E+11   3400018E-01  .2870E+02  .2177E+02   .9999999  .0003662  .0001748
T 8184 19 .1518309E+11   3400016E-01 -.7198E+01 -.7766E+01   .9999999 -.0001239 -.0000869
T 8185 19 .1518510E+11   3400022E-01  .7108E+01 -.9079E+01   .9999999 -.0000332  .0000222
T 8186 19 .1518202E+11   3400002E-01  .9468E+01  .7455E+02   .9999998 -.0000868  .0005929
T 8187 19 .1518370E+11   3400014E-01 -.1335E+02 -.6143E+01   .9999999 -.0001658  .0000778
T 8188 19 .1518442E+11   3400002E-01 -.1378E+02 -.5383E+01   .9999999 -.0001767 -.0000857
T 8189 19 .1518339E+11   3400021E-01 -.1375E+02  .1617E+02   .9999999 -.0000103  .0000739
T 8190 19 .1518292E+11   3400014E-01  .7113E+01  .2265E+02   .9999999  .0000239  .0002377
T 8191 19 .1518519E+11   3400020E-01  .2072E+02 -.1114E+02   .9999999  .0002693 -.0001246
T 8192 19 .1518236E+11   3400019E-01  .5518E+02  .1283E+02   .9999999  .0002630  .0000787
T 8193 19 .1518189E+11   3400013E-01  .1988E+02 -.9038E+01   .9999999  .0000135 -.0001003
T 8194 19 .1518308E+11   3400000E-01  .2137E+02  .4467E+02   .9999999  .0001487  .0000734
T 8195 19 .1518248E+11   3400000E-01  .4956E+01  .3511E+02   .9999999  .0000290  .0002068
T 8196 19 .1518289E+11   3400007E-01  .2091E+02 -.1557E+02   .9999999  .0000284 -.0000160
T 8197 19 .1518245E+11   3400020E-01 -.4902E+02 -.6570E+01   .9999999 -.0003832 -.0000841
T 8198 19 .1518358E+11   3400020E-01  .3892E+02  .2245E+02   .9999999  .0001837  .0002652
T 8199 19 .1518236E+11   3400000E-01 -.4769E+02  .5261E+01   .9999999 -.0000552  .0000284
T 8200 19 .1518315E+11   3400007E-01 -.7604E+02 -.3974E+02   .9999999 -.0003537 -.0001519
T 8201 19 .1518095E+11   3400008E-01  .6152E+01  .3772E+02   .9999999 -.0003143  .0000891
T 8202 19 .1518335E+11   3400012E-01 -.7693E+02 -.4002E+02   .9999999 -.0004386 -.0001753
T 8203 19 .1518421E+11   3400007E-01 -.7659E+02 -.5088E+02   .9999997 -.0007191 -.0002609
T 8204 19 .1518359E+11   3400009E-01 -.2531E+02  .2808E+02   .9999999  .0000534  .0002426
T 8205 19 .1518307E+11   3400020E-01 -.3893E+02 -.4230E+02   .9999999 -.0003216 -.0002063
T 8206 19 .1518481E+11   3400004E-01 -.3947E+02  .6204E+02   .9999999 -.0001627  .0002270
T 8207 19 .1518289E+11   3400011E-01 -.4318E+01  .3420E+02   .9999999 -.0001381  .0001034
T 8208 19 .1518361E+11   3400016E-01 -.1914E+02  .5095E+02   .9999999 -.0000560  .0003571
T 8209 19 .1518209E+11   3400008E-01 -.1114E+02  .1552E+02   .9999999 -.0000793  .0000621
T 8210 19 .1518209E+11   3400004E-01 -.1409E+02  .5333E+02   .9999999  .0000537  .0003333
T 8211 19 .1518204E+11   3400018E-01  .2337E+01 -.4709E+01   .9999999 -.0001823  .0000806
T 8212 19 .1518035E+11   3400002E-01  .1900E+01 -.2972E+02   .9999999  .0000181 -.0002015
T 8213 19 .1518291E+11   3400016E-01  .3548E+02  .3545E+02   .9999999  .0003040  .0000767
T 8214 19 .1518477E+11   3400017E-01 -.3030E+02 -.4463E+02   .9999999 -.0003609 -.0002216
T 8215 19 .1518290E+11   3400013E-01  .3335E+02 -.1593E+01   .9999999  .0002017 -.0001752
T 8216 19 .1518252E+11   3400020E-01 -.1187E+02  .3491E+02   .9999999 -.0000171  .0002852
T 8217 19 .1518175E+11   3400011E-01 -.4825E+01 -.1548E+01   .9999999 -.0000814  .0000658
T 8218 19 .1518175E+11   3400000E-01 -.4178E+02  .7307E+01   .9999999 -.0003895  .0002746
T 8219 19 .1518106E+11   3400019E-01  .5270E+01  .1421E+02   .9999999  .0002484 -.0001161
T 8220 19 .1518280E+11   3400009E-01 -.2258E+02 -.1152E+02   .9999999 -.0002280 -.0000689
T 8221 19 .1518273E+11   3400013E-01 -.2861E+02  .5873E+02   .9999999 -.0001651  .0003940
T 8222 19 .1518415E+11   3400019E-01 -.3142E+02 -.2098E+02   .9999999 -.0000572  .0000196
T 8223 19 .1518160E+11   3400022E-01  .1586E+01  .2133E+02   .9999999 -.0001086  .0000681
T 8224 19 .1518290E+11   3400019E-01  .1952E+02  .4786E+01   .9999999  .0002949 -.0000875
T 8225 19 .1518380E+11   3400014E-01  .2278E+02  .1613E+02   .9999999  .0001781 -.0000356
T 8226 19 .1518383E+11   3400012E-01  .8539E+01  .7892E+01   .9999999 -.0000046 -.0000064
T 8227 19 .1518215E+11   3400008E-01  .8597E+02 -.3953E+01   .9999999  .0005406  .0000733
T 8228 19 .1518193E+11   3400022E-01 -.5543E+02  .1863E+02   .9999999 -.0002490  .0000917
T 8229 19 .1518146E+11   3400006E-01  .2148E+02 -.4419E+01   .9999999  .0001527 -.0000744
T 8230 19 .1518226E+11   3400021E-01  .6248E+02 -.2057E+02   .9999999  .0003529 -.0001636
T 8231 19 .1518279E+11   3400011E-01  .1049E+02  .1833E+02   .9999999 -.0000960  .0003592
T 8232 19 .1518191E+11   3400014E-01 -.1876E+02 -.2851E+02   .9999999 -.0001383 -.0001404
T 8233 19 .1518297E+11   3400001E-01  .1303E+02 -.7519E+01   .9999999  .0001398  .0000676
T 8234 19 .1518276E+11   3400015E-01  .2848E+02  .3843E+02   .9999999  .0002091  .0002734
T 8235 19 .1518335E+11   3400014E-01  .3105E+02  .2104E+02   .9999999  .0002433  .0001724
T 8236 19 .1518283E+11   3400011E-01 -.7043E+01 -.1776E+02   .9999999 -.0000869 -.0001217
T 8237 19 .1518340E+11   3400013E-01  .5766E+01 -.2082E+02   .9999999 -.0000465 -.0000687
T 8238 19 .1518360E+11   3400013E-01 -.1690E+01  .5901E+00   .9999999 -.0000774 -.0000787
T 8239 19 .1518268E+11   3400009E-01  .2810E+02  .2389E+02   .9999999  .0001140  .0001012
T 8240 19 .1518446E+11   3400009E-01  .6286E+02 -.8747E+01   .9999999  .0003117 -.0000390
T 8241 19 .1518227E+11   3400021E-01 -.8633E+01  .3725E+02   .9999999 -.0000330  .0003508
T 8242 19 .1518394E+11   3400002E-01 -.1751E+02 -.3038E+02   .9999999 -.0001841 -.0002398
T 8243 19 .1518408E+11   3400018E-01 -.4439E+02 -.1205E+02   .9999999 -.0003260 -.0000935
T 8244 19 .1518270E+11   3400023E-01  .6097E+01 -.4896E+02   .9999999  .0000445 -.0003266
T 8245 19 .1518149E+11   3400018E-01 -.3530E+02  .2328E+02   .9999999 -.0003676  .0000706
T 8246 19 .1518306E+11   3400016E-01  .2772E+02 -.5602E+02   .9999999  .0002917 -.0004555
T 8247 19 .1518302E+11   3400016E-01  .1054E+03  .2321E+02   .9999998  .0005941  .0000983
T 8248 19 .1518381E+11   3400002E-01 -.2979E+02  .1643E+02   .9999999 -.0001132 -.0001059
T 8249 19 .1518139E+11   3400015E-01 -.6620E+01  .4032E+02   .9999999 -.0001351  .0001611
T 8250 19 .1518176E+11   3400014E-01  .6313E+01 -.1124E+02   .9999998  .0001486 -.0005876
T 8251 19 .1518443E+11   3400021E-01 -.2285E+02  .2747E+02   .9999999 -.0002995  .0001653
T 8252 19 .1518230E+11   3400022E-01 -.9310E+01  .4356E+00   .9999999  .0000042  .0000896
T 8253 19 .1518184E+11   3400001E-01 -.6038E+02  .6748E+02   .9999998 -.0004323  .0004984
T 8254 19 .1518098E+11   3400018E-01  .3431E+02  .1145E+02   .9999999  .0002915  .0001867
T 8255 19 .1518124E+11   3400016E-01 -.1834E+02 -.4051E+02   .9999999 -.0002568 -.0002752
T 8256 19 .1518325E+11   3400011E-01 -.7318E+01 -.2835E+02   .9999999 -.0000566 -.0003010
T 8257 19 .1518338E+11   3400021E-01 -.4470E+01  .2955E+02   .9999999  .0000084  .0002035
T 8258 19 .1518262E+11   3400005E-01 -.5355E+01  .5423E+02   .9999999 -.0000505  .0000477
T 8259 19 .1518178E+11   3400011E-01 -.6251E+01  .7436E+01   .9999999 -.0000386 -.0001442
T 8260 19 .1518274E+11   3400005E-01  .2158E+02 -.1144E+02   .9999999  .0001886 -.0001224
T 8261 19 .1518257E+11   3400020E-01 -.5316E+02 -.1128E+02   .9999999 -.0002652 -.0001576
T 8262 19 .1518401E+11   3400002E-01 -.5389E+01 -.5606E+01   .9999999 -.0000907  .0000465
T 8263 19 .1518140E+11   3400016E-01 -.4470E+02 -.4058E+02   .9999988 -.0005632 -.0014646
T 8264 19 .1518122E+11   3400013E-01 -.4040E+02 -.7315E+01   .9999999 -.0001567 -.0000990
T 8265 19 .1518246E+11   3400011E-01  .4355E+01 -.3465E+02   .9999999  .0001157 -.0002169
T 8266 19 .1518162E+11   3400012E-01  .1138E+00 -.3123E+02   .9999999  .0000002 -.0001707
T 8267 19 .1517954E+11   3400009E-01  .7112E+02  .6450E+01   .9999999  .0002235 -.0000610
T 8268 19 .1518323E+11   3400021E-01 -.1588E+03  .7593E+02   .9999996 -.0008421  .0004227
T 8269 19 .1518228E+11   3400004E-01 -.3443E+02 -.2924E+02   .9999999 -.0003089 -.0003189
T 8270 19 .1518037E+11   3400019E-01  .7804E+01 -.6637E+01   .9999999  .0001466  .0000333
T 8271 19 .1518159E+11   3400017E-01 -.7192E+01 -.2557E+02   .9999999  .0000961 -.0001318
T 8272 19 .1518235E+11   3400017E-01 -.5575E+01  .6285E+02   .9999999  .0000144  .0003458
T 8273 19 .1518242E+11   3400015E-01 -.3476E+01  .6686E+01   .9999999 -.0000207 -.0000895
T 8274 19 .1518180E+11   3400016E-01  .4460E+01 -.4831E+02   .9999999 -.0000872 -.0003840
T 8275 19 .1518356E+11   3400004E-01 -.6370E+01 -.1194E+02   .9999999 -.0000327 -.0001629
T 8276 19 .1518278E+11   3400022E-01 -.2921E+02  .2065E+02   .9999999 -.0003389  .0001954
T 8277 19 .1518239E+11   3400016E-01 -.2836E+02 -.1365E+02   .9999999 -.0002512 -.0001374
T 8278 19 .1518304E+11   3400003E-01 -.3127E+02  .2259E+02   .9999999 -.0003209  .0003459
T 8279 19 .1518390E+11   3400009E-01  .7330E+01 -.6044E+02   .9999999  .0000786 -.0002783
T 8280 19 .1518463E+11   3400013E-01 -.4274E+01  .4944E+01   .9999999  .0003225 -.0000003
T 8281 19 .1518440E+11   3400011E-01 -.4737E+01  .1465E+02   .9999999 -.0001166 -.0000808
T 8282 19 .1518236E+11   3400005E-01 -.4294E+02  .9035E+00   .9999999 -.0003548  .0000579
T 8283 19 .1518272E+11   3400009E-01  .6449E+00  .6250E+00   .9999999 -.0000534 -.0000470
T 8284 19 .1518244E+11   3400022E-01 -.1716E+02 -.1142E+02   .9999999 -.0002555  .0000362
T 8285 19 .1518389E+11   3400022E-01 -.5231E+01 -.4739E+02   .9999999  .0000255 -.0003648
T 8286 19 .1518425E+11   3400021E-01  .1665E+02  .1849E+02   .9999999  .0002018  .0002375
T 8287 19 .1518331E+11   3400015E-01  .3652E+02 -.7816E+02   .9999999  .0002343 -.0004580
T 8288 19 .1518420E+11   3400013E-01 -.1216E+02 -.6753E+00   .9999999 -.0000050 -.0001750
T 8289 19 .1518212E+11   3400012E-01 -.2797E+02  .2419E+02   .9999999 -.0002074  .0002645
T 8290 19 .1518248E+11   3400017E-01  .3439E+01 -.5169E+02   .9999999 -.0001165 -.0003794
T 8291 19 .1518146E+11   3400021E-01 -.7910E+02  .7412E+02   .9999999 -.0003937  .0003296
T 8292 19 .1518327E+11   3400000E-01 -.1637E+02 -.1486E+02   .9999999  .0000987  .0000771
T 8293 19 .1518211E+11   3400013E-01 -.2361E+01 -.1239E+01   .9999999 -.0001808  .0000966
T 8294 19 .1518263E+11   3400020E-01 -.1142E+02  .7070E+02   .9999998  .0001723  .0006226
T 8295 19 .1518247E+11   3400018E-01 -.1961E+01 -.1990E+02   .9999999  .0000665 -.0002763
T 8296 19 .1518392E+11   3400023E-01 -.2030E+02 -.1363E+01   .9999999 -.0000367 -.0000514
T 8297 19 .1518367E+11   3400005E-01 -.2245E+02  .1862E+02   .9999999 -.0000209  .0001490
T 8298 19 .1518406E+11   3400020E-01  .4375E+02  .5545E+00   .9999999  .0002578 -.0000286
T 8299 19 .1518246E+11   3400013E-01  .1783E+03  .1564E+02   .9999992  .0012612 -.0000419
T 8300 19 .1518268E+11   3400013E-01  .6432E+00 -.1238E+02   .9999999 -.0001379 -.0000200
T 8301 19 .1518266E+11   3400007E-01  .2816E+02 -.7550E+01   .9999999  .0001898  .0000446
T 8302 19 .1518255E+11   3400019E-01  .1759E+02 -.1077E+02   .9999999  .0001782 -.0003641
T 8303 19 .1518178E+11   3400021E-01  .1949E+02 -.3517E+01   .9999999  .0001972  .0000650
T 8304 19 .1518221E+11   3400020E-01  .1725E+02  .2080E+02   .9999999  .0000602  .0002605
T 8305 19 .1518249E+11   3400014E-01 -.4825E+02 -.1884E+02   .9999999 -.0002163  .0001210
T 8306 19 .1518170E+11   3400015E-01 -.1597E+02  .1138E+02   .9999999  .0000124  .0001107
T 8307 19 .1518219E+11   3400019E-01  .3521E+02 -.1497E+02   .9999999  .0002938 -.0000548
T 8308 19 .1518253E+11   3400015E-01 -.1300E+02  .3465E+02   .9999999  .0000576 -.0000739
T 8309 19 .1518404E+11   3400023E-01 -.3961E+02 -.4722E+02   .9999989 -.0002255 -.0014878
T 8310 19 .1518269E+11   3400011E-01  .6037E+00 -.4407E+02   .9999999 -.0002648 -.0002053
T 8311 19 .1518252E+11   3400012E-01 -.3059E+02  .4011E+02   .9999999  .0001272  .0003439
T 8312 19 .1518223E+11   3400021E-01  .2012E+02  .3618E+02   .9999999  .0002543  .0001974
T 8313 19 .1518179E+11   3400019E-01  .3868E+01  .2837E+02   .9999999 -.0001054  .0000647
T 8314 19 .1518326E+11   3400021E-01 -.7221E+01  .3167E+02   .9999999 -.0002379  .0003535
